region,product type,product name,producer name,regulator number,application method,label minimum rate,label maximum rate,label suggested rate,rate UOM,number of AI,AI1,AI1 eiq,AI1 group,AI1_concentration_%,AI2,AI2 eiq,AI2 group,AI2_concentration_%,AI3,AI3 eiq,AI3 group,AI3_concentration_%,AI4,AI4 eiq,AI4 group,AI4_concentration_%,eiq total,min days between applications,REI (hours),PHI (days)
CA,Seed Treatment,CRUISER MAXX POTATO EXTREME,"Syngenta Canada, Inc.",31024,Seed Treatment - Liquid,20.0,20.0,,ml / 100 kg,3,Difenoconazole,64.66666667,,14.4,Fludioxonil,,,7.1,Thiamethoxam,,,5.6,,,,,,,,
CA,Field Fungicide,INSPIRE,"Syngenta Canada, Inc.",30004,Foliar,292.0,512.0,2.04,ml / ha,1,Difenoconazole,64.66666667,,10.9,,,,,,,,,,,,,,,,
CA,Seed Treatment,MAXIM D,"Syngenta Canada, Inc.",30599,Seed Treatment - Liquid,65.0,130.0,,ml / 100 kg,1,Difenoconazole,64.66666667,,1.8,,,,,,,,,,,,,,,,
CA,Field Fungicide,MIRAVIS DUO,"Syngenta Canada, Inc.",33206,Air,1.0,1.0,3.0,l / ha,2,Difenoconazole,64.66666667,,2.1,Pydiflumetofen,,,13.3,,,,,,,,,,,,
CA,Field Fungicide,MIRAVIS DUO,"Syngenta Canada, Inc.",33206,Foliar,1.0,1.0,3.0,l / ha,2,Difenoconazole,64.66666667,,9.3,Pydiflumetofen,,,13.0,,,,,,,,,,,,
CA,Seed Treatment,VIBRANCE ULTRA POTATO,"Syngenta Canada, Inc.",33171,Seed Treatment - Liquid,32.0,32.0,,ml / 100 kg,3,Difenoconazole,64.66666667,,1.3,Mandipropamid,,,5.8,Sedaxane,,,11.9,,,,,,,,
USA,Seed Treatment,CRUISER MAXX POTATO EXTREME,Syngenta Crop Protection,100-1444,Seed Treatment - Liquid,0.31,0.31,,fl oz/cwt,3,Difenoconazole,64.66666667,,11.5,Fludioxonil,,,5.1,Thiamethoxam (seed),,,10.0,,,,,,,,
USA,Seed Treatment,CRUISER MAXX VIBRANCE,Syngenta Crop Protection,100-1556,Seed Treatment - Liquid,0.5,0.5,,fl oz/cwt,4,Difenoconazole,64.66666667,,10.2,Fludioxonil,,,2.7,Sedaxane,,,4.6,Thiamethoxam,,,8.7,,,,
USA,Seed Treatment,CRUISER MAXX VIBRANCE Potato,Syngenta Crop Protection,100-1556,Seed Treatment - Liquid,0.5,0.5,,fl oz/cwt,4,Difenoconazole,64.66666667,,2.7,Fludioxonil,,,9.6,Sedaxane,,,12.1,Thiamethoxam,,,7.7,,,,
USA,Field Fungicide,REVUS TOP,Syngenta Crop Protection,100-1278,Chemigation,5.5,7.0,28.0,fl oz/acre,2,Difenoconazole,64.66666667,,2.3,Mandipropamid,,,8.8,,,,,,,,,,,,
USA,Field Fungicide,REVUS TOP,Syngenta Crop Protection,100-1278,Foliar,5.5,7.0,28.0,fl oz/acre,2,Difenoconazole,64.66666667,,8.8,Mandipropamid,,,11.2,,,,,,,,,,,,
USA,Field Fungicide,TOP MP,Syngenta Crop Protection,100-1262,Foliar,4.0,7.0,28.0,fl oz/acre,1,Difenoconazole,64.66666667,,14.9,,,,,,,,,,,,,,,,
USA,Seed Treatment,VIBRANCE ULTRA POTATO,Syngenta Crop Protection,100-1628,Seed Treatment - Liquid,0.5,0.5,,fl oz/cwt,3,Difenoconazole,64.66666667,,6.2,Mandipropamid,,,9.1,Sedaxane,,,10.5,,,,,,,,
CA,Field Herbicide,FRONTIER MAX,BASF Canada Inc.,29194,Ground,756.0,936.0,,ml / ha,1,Dimethenamid-P,27.33333333,,2.8,,,,,,,,,,,,,,,,
CA,Field Herbicide,OUTLOOK,BASF Canada Inc.,30947,Ground,756.0,963.0,,ml / ha,1,Dimethenamid-P,27.33333333,,8.0,,,,,,,,,,,,,,,,
USA,Field Herbicide,OUTLOOK HERBICIDE,BASF Corporation,7969-156,Chemigation,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,3.3,,,,,,,,,,,,,,,,
USA,Field Herbicide,OUTLOOK HERBICIDE,BASF Corporation,7969-156,Ground,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,5.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,SORTIE,Helena Chemical Company,7969-156-5905,Ground,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,9.0,,,,,,,,,,,,,,,,
USA,Field Herbicide,SLIDER HERBICIDE,Loveland Products Inc.,34704-1044,Ground,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,2.1,,,,,,,,,,,,,,,,
USA,Field Herbicide,ESTABLISH HERBICIDE,"TENKOZ, Inc.",7969-156-55467,Ground,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,6.4,,,,,,,,,,,,,,,,
USA,Field Herbicide,COMMIT,"Winfield Solutions, LLC",7969-156-1381,Ground,12.0,21.0,21.0,fl oz/acre,1,Dimethenamid-P,27.33333333,,1.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,DIMETHOATE 2.67,Drexel Chemical Company,19713-232,Foliar,0.75,1.5,3.0,pt / ac,1,Dimethoate,52.5,,9.5,,,,,,,,,,,,,,,,
USA,Field Insecticide,DIMETHOATE 4 EC,Drexel Chemical Company,19713-231,Foliar,0.5,1.0,2.0,pt / ac,1,Dimethoate,52.5,,12.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,DIMETHOATE LV-4,Drexel Chemical Company,19713-665,Foliar,0.5,1.0,2.0,pt / ac,1,Dimethoate,52.5,,2.3,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,DIMETHOATE 4 E,FMC CORPORATION,67760-44,Foliar,0.5,1.0,2.0,pt / ac,1,Dimethoate,52.5,,13.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,DIMETHOATE 400 EC,FMC Corporation,34704-207-279,Foliar,0.5,1.0,,pt / ac,1,Dimethoate,52.5,,4.6,,,,,,,,,,,,,,,,
CA,Field Insecticide,CYGON 480 AG,FMC of Canada Limited,25651,Foliar,0.55,1.0,,l / ha,1,Dimethoate,52.5,,2.7,,,,,,,,,,,,,,,,
CA,Field Insecticide,LAGON 480 E,Loveland Products Canada Inc.,9382,Foliar,550.0,1.0,,ml / ha,1,Dimethoate,52.5,,7.7,,,,,,,,,,,,,,,,
USA,Field Insecticide,DIMETHOATE 400,Loveland Products Inc.,34704-207,Foliar,0.5,1.0,2.0,pt / ac,1,Dimethoate,52.5,,1.6,,,,,,,,,,,,,,,,
CA,Field Insecticide,DIAMANTE 4,SHARDA CROPCHEM LIMITED,34413,Foliar,0.55,1.0,,l / ha,1,Dimethoate,52.5,,5.3,,,,,,,,,,,,,,7.0,,
USA,Field Insecticide,DIMATE 4E,Winfield solutions,9779-273,Foliar,0.5,1.0,2.0,pt / ac,1,Dimethoate,52.5,,2.3,,,,,,,,,,,,,,,,
CA,Field Fungicide,FORUM,BASF Canada Inc.,32026,Foliar,450.0,450.0,,ml / ha,1,Dimethomorph,56.0,,2.4,,,,,,,,,,,,,,,,
USA,Field Fungicide,FORUM FUNGICIDE,BASF Corporation,241-427,Foliar,4.0,6.0,30.0,fl oz/acre,1,Dimethomorph,56.0,,10.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,SCORPION 35SL INSECTICIDE,Gowan Company,10163-317,Foliar,2.0,2.75,7.75,fl oz/acre,1,Dinotefuran,90.66666667,,11.6,,,,,,,,,,,,,,,,
USA,Field Insecticide,SCORPION 35SL INSECTICIDE,Gowan Company,10163-317,Furrow,2.0,2.75,7.75,fl oz/acre,1,Dinotefuran,90.66666667,,1.1,,,,,,,,,,,,,,,,
USA,Desiccant,DIQUAT 2L AG,"Aceto Life Sciences, L.L.C.",2749-530,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,3.0,,,,,,,,,,,,,,,,
CA,Desiccant,ARMORY 240 HERBICIDE,Adama Agricultural Solutions Canada LTD.,32726,Foliar,1.25,3.5,,l / ha,1,Diquat,52.33333333,,5.8,,,,,,,,,,,,,,,,
USA,Desiccant,VERDURE-X-HERBICIDE,"Helm Agro US, Inc.",74530-61,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,10.0,,,,,,,,,,,,,,,,
USA,Field Herbicide,TERIVATE,"INNVICTIS CROP CARE, LLC",89167-131-89391,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,5.0,,,,,,,,,,,,,,,,
USA,Desiccant,DIQUAT 2L HERBICIDE,Nufarm Americas Inc.,228-675,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,1.7,,,,,,,,,,,,,,,,
CA,Desiccant,DESSICASH DESICCANT,Sharda Cropchem Limited,31406,Foliar,1.25,3.5,,l / ha,1,Diquat,52.33333333,,13.7,,,,,,,,,,,,,,4.0,,
CA,Desiccant,DIQUAT 240,Sharda Cropchem Limited,31754,Foliar,1.25,3.5,,l / ha,1,Diquat,52.33333333,,6.8,,,,,,,,,,,,,,4.0,,
USA,Desiccant,DESSICASH AG,Sharda USA LLC,83529-13,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,15.0,,,,,,,,,,,,,,,,
USA,Desiccant,DIQUASH,Sharda USA LLC,83529-13,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,5.9,,,,,,,,,,,,,,,,
CA,Desiccant,DESICA,Syngenta Canada Inc.,30488,Foliar,1.25,3.5,,l / ha,1,Diquat,52.33333333,,10.8,,,,,,,,,,,,,,,,
CA,Desiccant,REGLONE,"Syngenta Canada, Inc.",26396,Foliar,1.25,3.5,3.5,l / ha,1,Diquat,52.33333333,,1.7,,,,,,,,,,,,,,4.0,,
CA,Desiccant,STAGE DESICCANT,"Syngenta Canada, Inc.",31597,Foliar,1.25,3.5,,l / ha,1,Diquat,52.33333333,,5.7,,,,,,,,,,,,,,4.0,,
USA,Desiccant,REGLONE,Syngenta Crop Protection,100-1061,Foliar,1.0,2.0,4.0,pt / ac,1,Diquat,52.33333333,,12.2,,,,,,,,,,,,,,,,
CA,Field Fungicide,PARASOL FLOWABLE,Nufarm Agriculture Inc.,25901,Foliar,0.8,2.4,,l / ha,1,Elemental Copper,,,2.5,,,,,,,,,,,,,,5.0,,
CA,Field Fungicide,PARASOL WETTABLE POWDER,Nufarm Agriculture Inc.,24671,Foliar,1.1,3.4,,kg / ha,1,Elemental Copper,,,10.4,,,,,,,,,,,,,,5.0,,
CA,Field Fungicide,PARASOL WG,Nufarm Agriculture Inc.,29063,Foliar,1.1,3.4,,kg / ha,1,Elemental Copper,,,14.3,,,,,,,,,,,,,,,,
CA,Desiccant,DES-I-CATE,"UPL NA, Inc.",13894,Foliar,17.0,22.0,,l / ha,1,Endothall,,,11.2,,,,,,,,,,,,,,,,
USA,Field Herbicide,EPTAM 20-G HERBICIDE,Gowan Company,10163-281,Ground,15.0,30.0,,lb / ac,1,EPTC,32.66666667,,8.0,,,,,,,,,,,,,,,,
USA,Field Herbicide,EPTAM 7E HERBICIDE,Gowan Company,10163-283,Chemigation,3.5,9.0,14.0,pt / ac,1,EPTC,32.66666667,,4.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,EPTAM 7E HERBICIDE,Gowan Company,10163-283,Foliar,3.5,9.0,14.0,pt / ac,1,EPTC,32.66666667,,4.0,,,,,,,,,,,,,,,,
USA,Field Herbicide,EPTAM 7E HERBICIDE,Gowan Company,10163-283,Ground,3.5,9.0,14.0,pt / ac,1,EPTC,32.66666667,,10.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,EPTAM 7E HERBICIDE,Gowan Company,10163-283,Ground,3.5,9.0,14.0,pt / ac,1,EPTC,32.66666667,,9.8,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Chemigation,4.25,8.5,,l / ha,1,EPTC,32.66666667,,12.8,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Chemigation,4.25,8.5,,l / ha,1,EPTC,32.66666667,,7.3,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Chemigation,4.25,8.5,,l / ha,1,EPTC,32.66666667,,10.7,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Foliar,4.25,8.5,,l / ha,1,EPTC,32.66666667,,2.4,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Ground,4.25,8.5,,l / ha,1,EPTC,32.66666667,,11.3,,,,,,,,,,,,,,,,
CA,Field Herbicide,EPTAM LIQUID EC HERBICIDE,Gowan Company L.L.C.,11284,Ground,4.25,8.5,,l / ha,1,EPTC,32.66666667,,4.5,,,,,,,,,,,,,,,,
USA,Field Insecticide,S-FENVALOSTAR INSECTICIDE,"FARMHANNONG AMERICA, INC.",71532-21-91026,Foliar,2.9,9.6,,fl oz/acre,1,Esfenvalerate,56.0,,9.3,,,,,,,,,,,,,,,,
USA,Field Insecticide,ASANA XL INSECTICIDE,VALENT U.S.A. LLC,352-515,Foliar,2.9,9.6,67.2,fl oz/acre,1,Esfenvalerate,56.0,,8.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,ELUMIN FUNGICIDE,Valent USA Corporation,59639-211,Furrow,8.0,8.0,16.0,fl oz/acre,1,Ethaboxam,42.33333333,,12.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,SONALAN HFP Herbicide,Gowan Company,10163-356,Ground,1.333,2.666,2.666,pt / ac,1,Ethalfluralin,32.66666667,,10.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,MOCAP 15% GRANULAR LOCK'N LOAD,Amvac Chemical Corporation,5481-9040,Broadcast,27.0,80.0,,lb / ac,1,Ethoprop,,,3.0,,,,,,,,,,,,,,,,
USA,Nematicide,MOCAP 15G,AMVAC Chemical Corporation,264-457,Ground,27.0,80.0,80.0,lb / ac,1,Ethoprop,,,12.2,,,,,,,,,,,,,,,,
USA,Nematicide,MOCAP EC,Bayer Crop Science LP,264-458,Ground,0.66,2.0,2.0,gal / ac,1,Ethoprop,,,8.2,,,,,,,,,,,,,,,,
USA,Field Fungicide,REASON 500 SC FUNGICIDE,Bayer Crop Science LP,264-695,Foliar,5.5,8.2,24.6,fl oz/acre,1,Fenamidone,37.66666667,,2.2,,,,,,,,,,,,,,,,
CA,Field Fungicide,REASON 500SC,Bayer CropScience Inc.,27462,Foliar,10.0,10.0,,ml / 100 kg,1,Fenamidone,37.66666667,,7.2,,,,,,,,,,,,,,,,
CA,Seed Treatment,REASON 500SC,Bayer CropScience Inc.,27462,Seed Treatment - Liquid,10.0,10.0,,ml / 100 kg,1,Fenamidone,37.66666667,,8.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,REASON 500 SC FUNGICIDE (GOWAN),Gowan Company,10163-371,Foliar,0.15,0.15,,fl oz/cwt,1,Fenamidone,37.66666667,,14.7,,,,,,,,,,,,,,,,
USA,Seed Treatment,REASON 500 SC FUNGICIDE (GOWAN),Gowan Company,10163-371,Seed Treatment - Liquid,0.15,0.15,,fl oz/cwt,1,Fenamidone,37.66666667,,12.7,,,,,,,,,,,,,,,,
USA,Nematicide,REGENT 4SC INSECTICIDE,BASF Corporation,7969-207,Furrow,3.2,3.2,3.2,fl oz/acre,1,Fipronil,80.0,,6.2,,,,,,,,,,,,,,,,
USA,Field Insecticide,BELEAF 50 SG,FMC Corporation,71512-10-279,Foliar,2.0,2.8,8.4,oz / ac,1,Flonicamid,33.0,,6.4,,,,,,,,,,,,,,,,
USA,Field Insecticide,CARBINE 50 WG,FMC Corporation,71512-9-279,Chemigation,2.0,2.8,8.4,oz / ac,1,Flonicamid,33.0,,2.9,,,,,,,,,,,,,,,,
USA,Field Insecticide,CARBINE 50 WG,FMC Corporation,71512-9-279,Foliar,2.0,2.8,8.4,oz / ac,1,Flonicamid,33.0,,13.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,BELEAF 50SG,ISK Biosciences Corporation,29796,Foliar,0.12,0.2,,kg / ha,1,Flonicamid,33.0,,7.3,,,,,,,,,,,,,,,,
CA,Field Fungicide,VANTANA 35050,ADAMA Agricultural Solutions Canada Ltd.,35050,Foliar,0.4,0.6,4.0,l / ha,1,Fluazinam,56.66666667,,10.5,,,,,,,,,,,,,,,,
USA,Field Fungicide,LEKTIVAR 40SC FUNGICIDE,AgBiome Innovations,91234-89-92488,Foliar,5.5,8.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,5.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,OMAVO,INNVICTIS CROP CARE LLC,89167-74-89391,Foliar,5.5,8.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,3.0,,,,,,,,,,,,,,,,
CA,Field Fungicide,ALLEGRO 500 F,ISK Biosciences Corporation,27517,Air,0.4,0.6,4.0,l / ha,1,Fluazinam,56.66666667,,7.0,,,,,,,,,,,,,,,,
CA,Field Fungicide,ALLEGRO 500 F,ISK Biosciences Corporation,27517,Foliar,0.4,0.6,4.0,l / ha,1,Fluazinam,56.66666667,,1.8,,,,,,,,,,,,,,,,
CA,Field Fungicide,DOWNFORCE AG,"SIPCAM AGRO USA, INC.",34723,Foliar,0.4,0.6,4.0,l / ha,1,Fluazinam,56.66666667,,7.1,,,,,,,,,,,,,,7.0,,
USA,Field Fungicide,OMEGA 500F,Syngenta Crop Protection,71512-1-100,Chemigation,24.0,48.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,10.1,,,,,,,,,,,,,,,,
USA,Field Fungicide,OMEGA 500F,Syngenta Crop Protection,71512-1-100,Foliar,24.0,48.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,9.6,,,,,,,,,,,,,,,,
USA,Field Fungicide,OMEGA 500F,Syngenta Crop Protection,71512-1-100,Furrow,24.0,48.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,13.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,OMEGA TOP MP,Syngenta Crop Protection,71512-1-100,Foliar,5.5,8.0,56.0,fl oz/acre,1,Fluazinam,56.66666667,,6.1,,,,,,,,,,,,,,,,
USA,Seed Treatment,SPIRATO 480 FS,Nufarm Americas Inc.,55146-116,Seed Treatment - Liquid,0.08,0.08,,fl oz/cwt,1,Fludioxonil,55.0,,13.6,,,,,,,,,,,,,,,,
CA,Seed Treatment,MAXIM PSP,"Syngenta Canada, Inc.",26647,Seed Treatment - Powder,227.27,227.27,,g / cwt,1,Fludioxonil,55.0,,3.5,,,,,,,,,,,,,,,,
USA,Seed Treatment,CRUISER MAXX POTATO,Syngenta Crop Protection,100-1248,Seed Treatment - Liquid,0.19,0.27,,fl oz/cwt,2,Fludioxonil,55.0,,10.5,Thiamethoxam,,,2.2,,,,,,,,,,,,
USA,Seed Treatment,MAXIM 4FS,Syngenta Crop Protection,100-758,Seed Treatment - Liquid,0.08,0.08,,fl oz/cwt,1,Fludioxonil,55.0,,7.7,,,,,,,,,,,,,,,,
USA,Seed Treatment,MAXIM MZ,Syngenta Crop Protection,100-1158,Seed Treatment - Powder,0.5,0.5,,lb / cwt,2,Fludioxonil,55.0,,11.6,Mancozeb,,,11.9,,,,,,,,,,,,
USA,Seed Treatment,MAXIM POTATO SEED PROTECTANT,Syngenta Crop Protection,100-821,Seed Treatment - Powder,0.5,0.5,,lb / cwt,1,Fludioxonil,55.0,,13.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,MIRAVIS PRIME,Syngenta Crop Protection,100-1603,Air,6.8,11.4,34.2,fl oz/acre,2,Fludioxonil,55.0,,4.8,Pydiflumetofen,,,10.6,,,,,,,,,,,,
USA,Field Fungicide,MIRAVIS PRIME,Syngenta Crop Protection,100-1603,Foliar,6.8,11.4,34.2,fl oz/acre,2,Fludioxonil,55.0,,8.5,Pydiflumetofen,,,7.4,,,,,,,,,,,,
USA,Seed Treatment,STARTUP FLUDI,"UPL NA, Inc.",70506-334,Seed Treatment - Liquid,0.08,0.08,,fl oz/cwt,1,Fludioxonil,55.0,,1.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,VARSITY,INNVICTIS CROP CARE LLC,89167-45-89391,Chemigation,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,10.2,,,,,,,,,,,,,,,,
USA,Field Herbicide,VARSITY,INNVICTIS CROP CARE LLC,89167-45-89391,Ground,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,9.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,FLUMI 51 WDG,NuFarm,71368-102,Chemigation,,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,8.0,,,,,,,,,,,,,,14.0,,
USA,Field Herbicide,FLUMI 51 WDG,NuFarm,71368-102,Ground,,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,13.7,,,,,,,,,,,,,,14.0,,
USA,Field Herbicide,TUSCANY,Nufarm Americas Inc.,71368-102,Ground,,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,8.7,,,,,,,,,,,,,,,,
USA,Field Herbicide,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,85678-34,Chemigation,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,2.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,REDEAGLE FLUMIOXAZIN 51% WDG,REDEAGLE INTERNATIONAL LLC,85678-34,Ground,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,3.6,,,,,,,,,,,,,,,,
USA,Field Herbicide,FLUMI SX,Valent,59639-99,Ground,,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,1.3,,,,,,,,,,,,,,,,
CA,Field Herbicide,CHATEAU EZ,"Valent Canada, INC",34036,Ground,112.0,112.0,112.0,ml / ha,1,Flumioxazin,46.33333333,,5.2,,,,,,,,,,,,,,,,
CA,Field Herbicide,CHATEAU WDG,"Valent Canada, Inc",29231,Foliar,105.0,105.0,105.0,g / ha,1,Flumioxazin,46.33333333,,4.6,,,,,,,,,,,,,,,,
CA,Field Herbicide,CHATEAU WDG,"Valent Canada, Inc",29231,Ground,105.0,105.0,105.0,g / ha,1,Flumioxazin,46.33333333,,7.9,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHATEAU EZ,Valent USA Corporation,59639-221,Ground,1.5,1.5,1.5,fl oz/acre,1,Flumioxazin,46.33333333,,6.5,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHATEAU HERBICIDE SW,Valent USA Corporation,59639-99,Ground,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,4.8,,,,,,,,,,,,,,,,
USA,Field Herbicide,CHATEAU WDG HERBICIDE,Valent USA Corporation,59639-119,Ground,1.5,1.5,1.5,oz / ac,1,Flumioxazin,46.33333333,,7.9,,,,,,,,,,,,,,,,
USA,Field Fungicide,LUNA TRANQUILITY FUNGICIDE,Bayer Crop Science LP,264-1085,Chemigation,8.0,11.2,54.7,fl oz/acre,2,Fluopyram,65.0,,10.7,Pyrimethanil,,,13.4,,,,,,,,,,,,
USA,Field Fungicide,LUNA TRANQUILITY FUNGICIDE,Bayer Crop Science LP,264-1085,Foliar,8.0,11.2,54.7,fl oz/acre,2,Fluopyram,65.0,,1.3,Pyrimethanil,,,5.4,,,,,,,,,,,,
USA,Field Fungicide,VELUM PRIME,Bayer Crop Science LP,264-1078,Chemigation,4.0,6.84,13.7,fl oz/acre,1,Fluopyram,65.0,,8.7,,,,,,,,,,,,,,,,
USA,Field Fungicide,VELUM PRIME,Bayer Crop Science LP,264-1078,Foliar,4.0,6.84,13.7,fl oz/acre,1,Fluopyram,65.0,,9.8,,,,,,,,,,,,,,,,
USA,Field Fungicide,VELUM PRIME,Bayer Crop Science LP,264-1078,Furrow,4.0,6.84,13.7,fl oz/acre,1,Fluopyram,65.0,,12.8,,,,,,,,,,,,,,,,
CA,Field Fungicide,LUNA PRIVILEGE,Bayer CropScience Inc.,30509,Foliar,150.0,500.0,,ml / ha,1,Fluopyram,65.0,,5.9,,,,,,,,,,,,,,7.0,,
CA,Field Fungicide,PROLINE GOLD,BAYER CROPSCIENCE INC.,30511,Foliar,750.0,750.0,1500.0,ml / ha,2,Fluopyram,65.0,,11.7,Prothioconazole,,,1.5,,,,,,,,,,10.0,,
CA,Field Fungicide,PROPULSE,BAYER CROPSCIENCE INC.,33955,Foliar,750.0,750.0,,ml / ha,2,Fluopyram,65.0,,13.0,Prothioconazole,,,1.8,,,,,,,,,,10.0,,
CA,Field Fungicide,VELUM PRIME,Bayer CropScience Inc.,32108,Foliar,521.207,521.207,,ml / ha,1,Fluopyram,65.0,,9.2,,,,,,,,,,,,,,,,
CA,Field Fungicide,VELUM PRIME,Bayer CropScience Inc.,32108,Furrow,521.207,521.207,,ml / ha,1,Fluopyram,65.0,,13.7,,,,,,,,,,,,,,,,
CA,Field Fungicide,VELUM PRIME,Bayer CropScience Inc.,32108,Furrow,521.207,521.207,,ml / ha,1,Fluopyram,65.0,,13.4,,,,,,,,,,,,,,,,
CA,Field Fungicide,VELUM RISE,Bayer CropScience Inc.,34871,Furrow,1.0,1.0,1.0,l / ha,2,Fluopyram,65.0,,9.8,Penflufen,,,1.0,,,,,,,,,,,,
USA,Field Fungicide,LUNA PRO,BAYER CROPSCIENCE LP,264-1084,Foliar,8.0,10.2,20.4,fl oz/acre,2,Fluopyram,65.0,,6.9,Prothioconazole,,,11.4,,,,,,,,,,,,
USA,Field Fungicide,VELUM RISE,BAYER CROPSCIENCE LP,264-1222,Furrow,13.0,13.0,13.0,fl oz/acre,2,Fluopyram,65.0,,9.4,Penflufen,,,3.3,,,,,,,,,,,,
USA,Field Fungicide,VELUM RISE,BAYER CROPSCIENCE LP,264-1222,Soil Incorporated,13.0,13.0,13.0,fl oz/acre,2,Fluopyram,65.0,,9.9,Penflufen,,,2.5,,,,,,,,,,,,
CA,Field Fungicide,LUNA TRANQUILITY,,30510,Foliar,,,,,2,Fluopyram,65.0,,12.5,Pyrimethanil,,,6.9,,,,,,,,,,,,
CA,Field Fungicide,EVITO 480SC,UPL AgroSolutions Canada Inc.,30408,Foliar,168.0,256.0,1.67,ml / ha,1,Fluoxastrobin,40.66666667,,4.5,,,,,,,,,,,,,,,,
CA,Field Fungicide,EVITO 480SC,UPL AgroSolutions Canada Inc.,30408,Furrow,168.0,256.0,1.67,ml / ha,1,Fluoxastrobin,40.66666667,,14.3,,,,,,,,,,,,,,,,
USA,Field Fungicide,EVITO 480 SC,"UPL NA, INC.",66330-64,Foliar,2.0,3.8,22.8,fl oz/acre,1,Fluoxastrobin,40.66666667,,3.0,,,,,,,,,,,,,,,,
USA,Field Insecticide,SIVANTO,Bayer Crop Science LP,264-1141,Foliar,7.0,14.0,28.0,fl oz/acre,1,Flupyradifurone,69.0,,2.2,,,,,,,,,,,,,,,,
CA,Field Insecticide,SIVANTO,Bayer CropScience Inc.,31452,Foliar,500.0,1000.0,2000.0,ml / ha,1,Flupyradifurone,69.0,,9.0,,,,,,,,,,,,,,,,
USA,Seed Treatment,MONCOAT MZ,"Nichino America, Inc.",71711-8,Seed Treatment - Powder,0.75,1.0,,lb / cwt,2,Flutolanil,57.33333333,,4.8,Mancozeb,,,3.7,,,,,,,,,,,,
USA,Field Fungicide,MONCUT 50-W,"Nichino America, Inc.",71711-3,Furrow,1.0,1.5,,lb / ac,1,Flutolanil,57.33333333,,8.8,,,,,,,,,,,,,,,,
