CP ID,country,region,type,regulator number,name,registrant,application method,formulation,min rate,min rate uom,max rate,Max rate UOM,min days between applications,REI (h),PHI (d)
a1Y4W000002lTTMUA2,United States,,Field Insecticide,279-3313,BRIGADE 2EC,FMC CORPORATION,Soil Incorporated,Liquid,3.2,fl oz/acre,9.6,fl oz/acre,,12,21
a1Y4W000002lTVrUAM,United States,,Field Insecticide,279-3315,HERO INSECTICIDE,FMC CORPORATION,Foliar,Liquid,2.6,fl oz/acre,10.3,fl oz/acre,,12,21
a1Y4W000002lTTNUA2,United States,,Field Insecticide,279-3332,BRIGADIER INSECTICIDE,FMC CORPORATION,Foliar,Liquid,3.8,fl oz/acre,6.14,fl oz/acre,,12,21
a1Y4W000002lTTNUA2,United States,,Field Insecticide,279-3332,BRIGADIER INSECTICIDE,FMC CORPORATION,Furrow,Liquid,16,fl oz/acre,25.6,fl oz/acre,,12,21
a1Y4W000002lTSeUAM,United States,,Field Insecticide,279-3356,ATHENA INSECTICIDE,FMC CORPORATION,Foliar,Liquid,7,fl oz/acre,17,fl oz/acre,,12,21
a1Y4W000002ltvAUAQ,United States,,Field Insecticide,279-3426,MUSTANG MAXX,FMC CORPORATION,Chemigation,Liquid,1.28,fl oz/acre,4,fl oz/acre,4,12,1
a1Y4W000002ltvAUAQ,United States,,Field Insecticide,279-3426,MUSTANG MAXX,FMC CORPORATION,Foliar,Liquid,1.28,fl oz/acre,4,fl oz/acre,4,12,1
a1Y4W000002lTakUAE,United States,,Field Insecticide,279-3459-5905,TEMPEST INSECTICIDE,Helena Chemical Company,Foliar,Liquid,3.8,fl oz/acre,6.4,fl oz/acre,,12,21
a1Y4W000002lTakUAE,United States,,Field Insecticide,279-3459-5905,TEMPEST INSECTICIDE,Helena Chemical Company,Furrow,Liquid,16,fl oz/acre,25.6,fl oz/acre,,12,21
a1YOF000000fRc92AE,United States,,Field Herbicide - Pre-emergence,279-3464,ANTHEM FLEX,FMC CORPORATION,Ground,Liquid,3.5,fl oz/acre,6,fl oz/acre,,12,
a1YOF000000fOb32AE,United States,,Field Insecticide,279-3473,ETHOS XB,FMC CORPORATION,Foliar,Dry,2.8,oz/acre,8.5,oz/acre,,12,21
a1YOF000000fOb32AE,United States,,Field Insecticide,279-3473,ETHOS XB,FMC CORPORATION,Furrow,Dry,12.75,oz/acre,25.5,oz/acre,,12,
a1YOF000000fOb32AE,United States,,Field Insecticide,279-3473,ETHOS XB,FMC CORPORATION,Ground,Dry,12.75,oz/acre,25.5,oz/acre,,12,
a1YOF000000fOb32AE,United States,,Field Insecticide,279-3473,ETHOS XB,FMC CORPORATION,Lay-by,Dry,12.75,oz/acre,25.5,oz/acre,,12,
a1Y4W000002lTkBUAU,Canada,,Field Herbicide - Pre-plant,27946,RENEGADE HC LIQUID,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTiaUAE,Canada,,Field Herbicide - Pre-plant,27988,FACTOR 540 (IPCO),Interprovincial Cooperative Limited,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTZWUA2,United States,,Field Fungicide,279-9564,ROVRAL 4 FLOWABLE FUNGICIDE,FMC CORPORATION,Foliar,Liquid,1,pt/acre,2,pt/acre,,24,14
a1Y4W000002lTShUAM,United States,,Field Insecticide,279-9587,AVAUNT INSECTICIDE,FMC CORPORATION,Foliar,Dry,2.5,oz/acre,6,oz/acre,,12,7
a1YOF000000M61x2AC,United States,,Field Insecticide,279-9596,STEWARD EC INSECTICIDE,FMC CORPORATION,Foliar,Liquid,4.6,fl oz/acre,11.3,fl oz/acre,,12,7
a1YOF000000g8Qz2AI,United States,,Field Insecticide,279-9616,VERIMARK,FMC CORPORATION,Furrow,Liquid,6.75,fl oz/acre,13.5,fl oz/acre,,,
a1YOF000000g8Qz2AI,United States,,Seed Treatment,279-9616,VERIMARK,FMC CORPORATION,Seed Treatment - Liquid,Liquid,9.2,fl oz/acre,15,fl oz/acre,,,
a1YOF000000fOXp2AM,United States,,Field Insecticide,279-9629,AVAUNT EVO INSECT CONTROL,FMC CORPORATION,Foliar,Dry,2.6,oz/acre,6,oz/acre,,,7
a1YOF000000gAPZ2A2,United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Furrow,Liquid,12.75,oz/acre,25.5,oz/acre,,,
a1YOF000000gAPZ2A2,United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Ground,Liquid,12.75,oz/acre,25.5,oz/acre,,,
a1YOF000000gAPZ2A2,United States,,Field Insecticide,279-9651,ETHOS ELITE LFR,,Lay-by,Liquid,12.75,oz/acre,25.5,oz/acre,,,
a1Y4W000002ls7BUAQ,United States,,Field Insecticide,279-9652,ELEVEST,FMC Corportation,Foliar,Liquid,3.9,fl oz/acre,9.6,fl oz/acre,,,21
a1Y4W000002lTbTUAU,,Idaho,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Chemigation,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1Y4W000002lTbTUAU,,Idaho,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Foliar,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1Y4W000002lTbTUAU,,Washington,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Chemigation,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1Y4W000002lTbTUAU,,Washington,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Foliar,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1Y4W000002lTbTUAU,,Wisconsin,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Chemigation,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1Y4W000002lTbTUAU,,Wisconsin,Field Fungicide,279-9656,VANTACOR,FMC CORPORATION,Foliar,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,4,14
a1YOF000000fOZR2A2,United States,,Field Insecticide,279-9661,CORAGEN EVO INSECT CONTROL,FMC CORPORATION,Foliar,Liquid,0.7,fl oz/acre,2.5,fl oz/acre,,,14
a1Y4W000002lTkYUAU,Canada,,Field Fungicide,28011,SCALA SC,Bayer Cropscience Inc.,Foliar,Liquid,750,ml/ha,750,ml/ha,,12,7
a1Y4W000002lTlDUAU,Canada,,Field Herbicide - Pre-plant,28072,TOUCHDOWN TOTAL,"Syngenta Canada, Inc.",Ground,Liquid,0.5,L/ha,8.6,L/ha,,12,
a1Y4W000002lTkSUAU,Canada,,Field Herbicide - Pre-plant,28198,ROUNDUP TRANSORB HC,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTeWUAU,Canada,,Field Fungicide,28217,MANZATE PRO-STICK,"UPL NA, INC.",Foliar,Dry,1.1,kg/ha,2.25,kg/ha,,12,3
a1Y4W000002lThEUAU,Canada,,Field Herbicide - Post-emergence,28224,ARROW 240 EC,Adama Agricultural Solutions Canada LTD.,Foliar,Liquid,0.38,L/ha,0.38,L/ha,,12,60
a1Y4W000002lTgzUAE,Canada,,Field Insecticide,28407,ACTARA 240SC,"Syngenta Canada, Inc.",Foliar,Liquid,100,ml/ha,109,ml/ha,,12,7
a1Y4W000002lTgzUAE,Canada,,Field Insecticide,28407,ACTARA 240SC,"Syngenta Canada, Inc.",Furrow,Liquid,3.4,ml/100m,4.4,ml/100m,,12,7
a1Y4W000002lTgzUAE,Canada,,Seed Treatment,28407,ACTARA 240SC,"Syngenta Canada, Inc.",Seed Treatment - Liquid,Liquid,380,ml/ha,488,ml/ha,,12,7
a1Y4W000002lTh0UAE,Canada,,Field Insecticide,28408,ACTARA 25WG,"Syngenta Canada, Inc.",Foliar,Dry,105,g/ha,105,g/ha,,12,7
a1Y4W000002lTkEUAU,Canada,,Field Fungicide,28474,RIDOMIL GOLD 480SL,"Syngenta Canada, Inc.",Foliar,Liquid,0.208,L/ha,0.208,L/ha,14,12,14
a1Y4W000002lTkEUAU,Canada,,Field Fungicide - 36inch Spacing,28474,RIDOMIL GOLD 480SL,"Syngenta Canada, Inc.",Furrow,Liquid,400,ml/ha,400,ml/ha,,12,14
a1Y4W000002lTk8UAE,Canada,,Field Herbicide - Pre-plant,28487,R/T 540,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTkMUAU,Canada,,Field Insecticide,28515,RIMON 10 EC (ADAMA),Adama Agricultural Solutions Canada LTD.,Foliar,Liquid,410,ml/ha,820,ml/ha,,12,14
a1Y4W000002lTkiUAE,Canada,,Field Fungicide,28549,SERENADE MAX,Bayer Cropscience Inc.,Foliar,Dry,2,kg/ha,4,kg/ha,,4,0
a1Y4W000002lTh4UAE,Canada,,Desiccant,28573,AIM EC,FMC CORPORATION,Foliar,Liquid,233,ml/ha,350,ml/ha,,12,7
a1Y4W000002lTh4UAE,Canada,,Field Herbicide - Pre-plant,28573,AIM EC,FMC CORPORATION,Ground,Liquid,73,ml/ha,117,ml/ha,,12,7
a1Y4W000002lTjbUAE,Canada,,Field Herbicide - Pre-plant,28608,MON 79828,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTjaUAE,Canada,,Field Herbicide - Pre-plant,28609,MON 79791,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTkhUAE,Canada,,Field Fungicide,28626,SERENADE ASO,Bayer Cropscience Inc.,Foliar,Liquid,4,L/ha,15,L/ha,7,4,0
a1Y4W000002lTjuUAE,Canada,,Fumigant,28715,PIC PLUS,"TriEst Ag Group, Inc.",Fumigation,Liquid,64,L/ha,64,L/ha,,120,
a1Y4W000002lTi9UAE,Canada,,Field Insecticide,28778,DELEGATE,Corteva Agrosciences Canada Company,Foliar,Dry,160,g/ha,240,g/ha,7,12,7
a1Y4W000002lTlJUAU,Canada,,Field Insecticide,28795,UP-CYDE 2.5 EC,"UPL NA, INC.",Foliar,Liquid,140,ml/ha,200,ml/ha,,12,7
a1YOF000000IXaD2AW,,Manitoba,Field Herbicide - Pre-emergence,28837,LIBERTY 150 SN HERBICIDE,BASF Canada Inc,Ground,Liquid,1.33,L/ha,4,L/ha,,24,
a1Y4W000002lTlOUAU,Canada,,Field Herbicide - Pre-plant,28840,VANTAGE PLUS MAX II,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,L/ha,9,L/ha,,12,
a1Y4W000002lTlWUAU,Canada,,Field Herbicide - Pre-plant,28840,VP480 HERBICIDE,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,L/ha,9,L/ha,,12,
a1Y4W000002lTjtUAE,Canada,,Field Insecticide,28877,PERM-UP,"UPL NA, INC.",Foliar,Liquid,180,ml/ha,390,ml/ha,,12,1
a1Y4W000002lTkNUAU,Canada,,Field Insecticide,28881,RIMON 10 EC INSECTICIDE (ARYSTA),UPL AgroSolutions Canada Inc.,Foliar,Liquid,410,ml/ha,820,ml/ha,,12,14
a1Y4W000002lTkFUAU,Canada,,Field Fungicide,28893,RIDOMIL GOLD MZ 68WG,"Syngenta Canada, Inc.",Foliar,Dry,2.5,kg/ha,2.5,kg/ha,,12,3
a1Y4W000002lThTUAU,Canada,,Field Fungicide,28900,BRAVO ZN,"Syngenta Canada, Inc.",Air,Liquid,1.2,L/ha,2.4,L/ha,,12,2
a1Y4W000002lThTUAU,Canada,,Field Fungicide,28900,BRAVO ZN,"Syngenta Canada, Inc.",Foliar,Liquid,1.2,L/ha,2.4,L/ha,,12,2
a1Y4W000002lTjiUAE,Canada,,Field Insecticide,28905,OBERON,Bayer Cropscience Inc.,Foliar,Liquid,500,ml/ha,600,ml/ha,,12,7
a1Y4W000002lTjdUAE,Canada,,Field Insecticide,28953,MOVENTO 240SC,Bayer Cropscience Inc.,Foliar,Liquid,220,ml/ha,365,ml/ha,,12,7
a1Y4W000002lTjcUAE,Canada,,Field Insecticide,28954,MOVENTO 150OD,Bayer Cropscience Inc.,Foliar,Liquid,347,ml/ha,585,ml/ha,,12,7
a1Y4W000002lTjfUAE,Canada,,Seed Treatment,28975,NIPSIT INSIDE 600 INSECTICIDE,"Valent Canada, Inc",Seed Treatment - Liquid,Liquid,10.4,ml/100kg,20.8,ml/100kg,,,
a1Y4W000002lTjLUAU,Canada,,Field Herbicide - Pre-plant,28977,MAVERICK III,Corteva Agrosciences Canada Company,Ground,Liquid,0.56,L/ha,9,L/ha,,12,
a1Y4W000002lThtUAE,Canada,,Field Insecticide,28982,CORAGEN,FMC CORPORATION,Foliar,Liquid,250,ml/ha,500,ml/ha,,12,1
a1Y4W000002lTepUAE,Canada,,Nematicide,29000,THIMET 20-G,Amvac Chemical Corp,Furrow,Dry,12.9,kg/ha,19.8,kg/ha,,48,90
a1Y4W000002lTlYUAU,Canada,,Field Herbicide - Pre-plant,29022,WEED MASTER GLYPHOSATE 41,Teragro Inc,Ground,Liquid,0.75,L/ha,12,L/ha,,12,
a1Y4W000002lTkpUAE,Canada,,Field Insecticide,29052,SILENCER 120 EC,Adama Agricultural Solutions Canada LTD.,Foliar,Liquid,83,ml/ha,125,ml/ha,,12,7
a1Y4W000002lTjqUAE,Canada,,Field Fungicide,29063,PARASOL WG,Nufarm Agriculture Inc.,Foliar,Dry,1.1,kg/ha,3.4,kg/ha,,48,2
a1Y4W000002lTixUAE,Canada,,Field Insecticide,29064,IMIDAN 70-WP INSTAPAK,Gowan Company L.L.C.,Foliar,Dry,1.6,kg/ha,1.6,kg/ha,,12,7
a1Y4W000002lTehUAE,Canada,,Field Fungicide,29074,REVUS,"Syngenta Canada, Inc.",Air,Liquid,400,ml/ha,600,ml/ha,7,12,14
a1Y4W000002lTehUAE,Canada,,Field Fungicide,29074,REVUS,"Syngenta Canada, Inc.",Foliar,Liquid,400,ml/ha,600,ml/ha,7,12,14
a1Y4W000002lTehUAE,Canada,,Seed Treatment,29074,REVUS,"Syngenta Canada, Inc.",Seed Treatment - Liquid,Liquid,385,ml/ha,582,ml/ha,,12,14
a1Y4W000002lThmUAE,Canada,,Field Fungicide,29100,CONFINE,Winfield Solutions LLC,Foliar,Liquid,3,L/ha,7,L/ha,,,1
a1Y4W000002lTlaUAE,Canada,,Field Herbicide - Pre-plant,29126,WISE UP,Mey Canada Corporation,Ground,Liquid,0.75,L/ha,12,L/ha,,12,
a1Y4W000002lTlPUAU,Canada,,Fumigant,29128,VAPAM HL,Amvac Chemical Corp,Fumigation,Liquid,372,L/ha,706,L/ha,,120,
a1Y4W000002lTicUAE,Canada,,Field Herbicide - Pre-emergence,29194,FRONTIER MAX,BASF Canada Inc.,Ground,Liquid,756,ml/ha,936,ml/ha,,24,40
a1Y4W000002lThRUAU,Canada,,Field Fungicide,29225,BRAVO 720,"Syngenta Canada, Inc.",Foliar,Liquid,0.8,L/ha,1.7,L/ha,,12,1
a1Y4W000002lThbUAE,,Alberta,Field Herbicide - Post-emergence,29231,CHATEAU WDG,"Valent Canada, Inc",Foliar,Dry,105,g/ha,105,g/ha,,12,
a1Y4W000002lThbUAE,,Alberta,Field Herbicide - Pre-emergence,29231,CHATEAU WDG,"Valent Canada, Inc",Ground,Dry,105,g/ha,105,g/ha,,12,
a1Y4W000002lThbUAE,,Manitoba,Field Herbicide - Post-emergence,29231,CHATEAU WDG,"Valent Canada, Inc",Foliar,Dry,105,g/ha,105,g/ha,,12,
a1Y4W000002lThbUAE,,Manitoba,Field Herbicide - Pre-emergence,29231,CHATEAU WDG,"Valent Canada, Inc",Ground,Dry,105,g/ha,105,g/ha,,12,
a1Y4W000002lTkmUAE,Canada,,Field Herbicide - Post-emergence,29277,SHADOW RTM,Loveland Products Canada Inc.,Foliar,Liquid,,L/ha,0.38,L/ha,,12,60
a1Y4W000002lTiQUAU,Canada,,Field Herbicide - Pre-emergence,29347,DUAL II MAGNUM AGRICULTURAL Herbicide,"Syngenta Canada, Inc.",Ground,Liquid,1.25,L/ha,1.75,L/ha,,12,
a1Y4W000002lTZuUAM,United States,,Field Insecticide,2935-366,SEVIN 5 BAIT,Wilbur-Ellis Company,Foliar,Dry,40,lb/acre,40,lb/acre,,12,7
a1Y4W000002lTVhUAM,United States,,Field Fungicide,2935-407,GOLDEN-DEW,Wilbur-Ellis Company,Foliar,Dry,6,lb/acre,10,lb/acre,,24,
a1Y4W000002lTUhUAM,United States,,Field Fungicide,2935-48,DUSTING SULFUR,Wilbur-Ellis Company,Foliar,Dry,5,lb/acre,15,lb/acre,,24,
a1Y4W000002lTXSUA2,United States,,Seed Treatment,2935-496,NUBARK MANCOZEB,Wilbur-Ellis Company,Seed Treatment - Powder,Dry,1,lb/cwt,1,lb/cwt,,24,
a1Y4W000002lTeNUAU,Canada,,Field Fungicide,29355,ECHO 720,"Sipcam  Agro USA, Inc",Foliar,Liquid,0.8,L/ha,1.7,L/ha,,12,1
a1Y4W000002lTbVUAU,,Idaho,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTbVUAU,,Washington,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTbVUAU,,Wisconsin,Field Herbicide - Post-emergence,2935-559,VAQUERO HERBICIDE,Wilbur-Ellis Company,Ground,Liquid,6,fl oz/acre,16,fl oz/acre,,24,30
a1Y4W000002lTaAUAU,United States,,Field Fungicide,2935-92,SPRAY SULFUR,Wilbur-Ellis Company,Foliar,Dry,4,lb/acre,9,lb/acre,,24,
a1Y4W000002lThkUAE,Canada,,Field Insecticide,29382,CLUTCH 50 WDG,"Valent Canada, Inc",Foliar,Dry,70,g/ha,105,g/ha,,12,14
a1Y4W000002lTkxUAE,Canada,,Field Herbicide - Pre-plant,29498,START UP,Bayer Cropscience Inc.,Ground,Liquid,0.5,L/ha,8,L/ha,,12,
a1Y4W000002lTejUAE,Canada,,Field Sprout Inhibitor,29607,ROYAL MH-30 XTRA,UPL AgroSolutions Canada Inc.,Foliar,Liquid,12.6,L/ha,12.6,L/ha,,12,
a1Y4W000002lThlUAE,Canada,,Field Insecticide,29611,CONCEPT,Bayer Cropscience Inc.,Foliar,Liquid,650,ml/ha,650,ml/ha,,12,7
a1Y4W000002lThLUAU,Canada,,Field Insecticide,29796,BELEAF 50SG,ISK Biosciences Corporation,Foliar,Dry,0.12,kg/ha,0.2,kg/ha,,12,7
a1Y4W000002lTiuUAE,Canada,,Seed Treatment,29827,HEADS UP PLANT PROTECTANT,"Heads Up Plant Protectants, Inc.",Seed Treatment - Powder,Dry,,g/cwt,0.172,g/cwt,,,
a1Y4W000002lThyUAE,Canada,,Field Herbicide - Pre-plant,29995,CRUSH'R PLUS,Albaugh LLC,Ground,Liquid,0.5,L/ha,12,L/ha,,12,
a1Y4W000002lTiyUAE,Canada,,Field Fungicide,30004,INSPIRE,"Syngenta Canada, Inc.",Foliar,Liquid,292,ml/ha,512,ml/ha,,12,14
a1Y4W000002lTk4UAE,Canada,,Field Herbicide - Post-emergence,30057,PRISM SG,Production Agriscience Canada Company,Foliar,Dry,60,g/ha,60,g/ha,,12,30
a1Y4W000004Cv8zUAC,Canada,,Field Herbicide - Pre-emergence,30076,MAD DOG PLUS,Loveland Products Canada Inc.,Ground,Liquid,0.75,L/ha,3.5,L/ha,,12,
a1Y4W000004Cv8zUAC,Canada,,Field Herbicide - Pre-plant,30076,MAD DOG PLUS,Loveland Products Canada Inc.,Ground,Liquid,0.75,L/ha,3.5,L/ha,,12,
a1Y4W000002lThXUAU,Canada,,Field Fungicide,30141,CANTUS WDG,BASF Canada Inc.,Foliar,Dry,175,g/ha,315,g/ha,,12,30
a1Y4W000002lTjrUAE,Canada,,Field Fungicide,30241,PENNCOZEB 75DF RAINCOAT,"UPL NA, INC.",Foliar,Dry,1.1,kg/ha,2.25,kg/ha,,12,3
a1Y4W000002lTlbUAE,Canada,,Field Fungicide,30321,ZAMPRO,BASF Canada Inc.,Foliar,Liquid,0.8,L/ha,1,L/ha,,12,4
a1Y4W000002lTetUAE,Canada,,Field Insecticide,30325,VOLIAM XPRESS,"Syngenta Canada, Inc.",Air,Liquid,500,ml/ha,500,ml/ha,,24,7
a1Y4W000002lTetUAE,Canada,,Field Insecticide,30325,VOLIAM XPRESS,"Syngenta Canada, Inc.",Foliar,Liquid,500,ml/ha,500,ml/ha,,24,7
a1Y4W000002lTerUAE,Canada,,Field Fungicide,30332,VERTISAN,Belchim Crop Protection Canada Inc.,Foliar,Liquid,1,L/ha,1.75,L/ha,7,12,7
a1Y4W000002lTjsUAE,Canada,,Field Fungicide - 36inch Spacing,30360,PENRED 240FS,Bayer Cropscience Inc.,Furrow,Liquid,437.557,ml/ha,437.557,ml/ha,,,
a1Y4W000002lTjsUAE,Canada,,Seed Treatment,30360,PENRED 240FS,Bayer Cropscience Inc.,Seed Treatment - Liquid,Liquid,190,ml/ha,190,ml/ha,,,
a1Y4W000002lTiUUAU,Canada,,Seed Treatment,30361,EMESTO SILVER,Bayer Cropscience Inc.,Seed Treatment - Liquid,Liquid,20,ml/100kg,20,ml/100kg,,,
a1YOF000000BLFd2AO,Canada,,Seed Treatment,30362,EMESTO QUANTUM,Bayer Cropscience Inc.,Seed Treatment - Liquid,Liquid,30,ml/100kg,30,ml/100kg,,,
a1Y4W000002lTiWUAU,Canada,,Field Insecticide,30382,ENTRUST,Corteva Agrosciences Canada Company,Foliar,Liquid,167,ml/ha,334,ml/ha,,12,7
a1Y4W000002lTk7UAE,Canada,,Field Fungicide,30402,QUASH FUNGICIDE,"Valent Canada, Inc",Foliar,Dry,175,g/ha,280,g/ha,7,12,1
a1Y4W000002lTiZUAU,Canada,,Field Fungicide,30408,EVITO 480SC,UPL AgroSolutions Canada Inc.,Foliar,Liquid,278,ml/ha,278,ml/ha,7,12,7
a1Y4W000002lTiZUAU,Canada,,Field Fungicide - 36inch Spacing,30408,EVITO 480SC,UPL AgroSolutions Canada Inc.,Furrow,Liquid,168,ml/ha,256,ml/ha,,12,7
a1Y4W000002lTecUAE,Canada,,Field Fungicide,30449,PHOSTROL,Belchim Crop Protection Canada Inc.,Foliar,Liquid,2.9,L/ha,11.6,L/ha,7,12,0
a1Y4W000002lTecUAE,Canada,,Field Fungicide,30449,PHOSTROL,Belchim Crop Protection Canada Inc.,Furrow,Liquid,5.8,L/ha,11.6,L/ha,,12,0
a1Y4W000002lsWQUAY,Canada,,Desiccant,30488,DESICA,Syngenta Canada Inc.,Foliar,Liquid,1.25,L/ha,3.5,L/ha,,24,1
a1Y4W000002lTjAUAU,Canada,,Field Fungicide,30509,LUNA PRIVILEGE,Bayer Cropscience Inc.,Foliar,Liquid,150,ml/ha,500,ml/ha,7,12,7
a1Y4W000004Cxo7UAC,Canada,,Field Fungicide,30511,PROLINE GOLD,Bayer Cropscience Inc.,Foliar,Liquid,750,ml/ha,750,ml/ha,10,24,14
a1Y4W000002lTeeUAE,Canada,,Field Fungicide,30518,QUADRIS TOP,"Syngenta Canada, Inc.",Air,Liquid,566,ml/ha,1000,ml/ha,7,12,14
a1Y4W000002lTeeUAE,Canada,,Field Fungicide,30518,QUADRIS TOP,"Syngenta Canada, Inc.",Foliar,Liquid,566,ml/ha,1000,ml/ha,7,12,14
a1Y4W000002lThJUAU,Canada,,Field Fungicide,30562,BAS 700 01 F,BASF Canada Inc.,Foliar,Liquid,0.8,L/ha,1.6,L/ha,7,12,7
a1Y4W000002lThKUAU,Canada,,Field Fungicide,30565,BAS 700 04 F,BASF Canada Inc.,Foliar,Liquid,0.167,L/ha,0.333,L/ha,7,12,7
a1Y4W000002lTjMUAU,Canada,,Seed Treatment,30599,MAXIM D,"Syngenta Canada, Inc.",Seed Treatment - Liquid,Liquid,65,ml/100kg,130,ml/100kg,,,
a1YOF0000008USL2A2,Canada,,Field Fungicide,30647,SERENADE SOIL,Bayer Cropscience Inc.,Furrow,Liquid,2.7,L/ha,14,L/ha,,4,0
a1Y4W000002lThnUAE,Canada,,Field Fungicide,30648,CONFINE EXTRA,Winfield Solutions LLC,Foliar,Liquid,5,L/ha,10,L/ha,7,,1
a1Y4W000002lTlZUAU,Canada,,Field Fungicide,30650,WINFIELD PHOSPHITE EXTRA,Winfield Solutions LLC,Foliar,Liquid,5,L/ha,10,L/ha,7,,1
a1Y4W000002lTefUAE,Canada,,Field Fungicide,30654,RAMPART FUNGICIDE,Loveland Products Canada Inc.,Foliar,Liquid,3,L/ha,8,L/ha,3,4,
a1Y4W000002lTlFUAU,,Alberta,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Foliar,Dry,0.75,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTlFUAU,,Alberta,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Ground,Dry,0.75,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTlFUAU,,Manitoba,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Foliar,Dry,280,g/ha,375,g/ha,,12,60
a1Y4W000002lTlFUAU,,Manitoba,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Ground,Dry,375,g/ha,750,g/ha,,12,60
a1Y4W000002lTlFUAU,,New Brunswick,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Foliar,Dry,0.53,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTlFUAU,,New Brunswick,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Ground,Dry,0.53,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTlFUAU,,Prince Edward Island,Field Herbicide - Post-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Foliar,Dry,0.53,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTlFUAU,,Prince Edward Island,Field Herbicide - Pre-emergence,30661,TRICOR 75 DF,"UPL NA, INC.",Ground,Dry,0.53,kg/ha,1.5,kg/ha,,12,60
a1Y4W000002lTk9UAE,Canada,,Field Fungicide,30716,RANMAN 400SC,ISK Biosciences Corporation,Foliar,Liquid,0.0988,L/ha,0.1977,L/ha,,12,7
a1Y4W000002lThQUAU,,New Brunswick,Field Herbicide - Pre-emergence,30812,BOUNDARY LQD,"Syngenta Canada, Inc.",Ground,Liquid,1.85,L/ha,2.5,L/ha,,12,60
a1Y4W000002lThQUAU,,Prince Edward Island,Field Herbicide - Pre-emergence,30812,BOUNDARY LQD,"Syngenta Canada, Inc.",Ground,Liquid,1.85,L/ha,2.5,L/ha,,12,60
a1Y4W000002lThQUAU,,Quebec,Field Herbicide - Pre-emergence,30812,BOUNDARY LQD,"Syngenta Canada, Inc.",Ground,Liquid,1.85,L/ha,2.5,L/ha,,12,60
a1Y4W000002lThjUAE,Canada,,Field Insecticide,30826,CLOSER,FMC CORPORATION,Foliar,Liquid,50,ml/ha,300,ml/ha,,12,7
a1Y4W000002lTlTUAU,Canada,,Field Insecticide,30892,VERIMARK,FMC CORPORATION,Furrow,Liquid,750,ml/ha,1000,ml/ha,,12,
a1Y4W000002lTeQUAU,Canada,,Field Insecticide,30895,EXIREL,FMC CORPORATION,Foliar,Liquid,250,ml/ha,1500,ml/ha,,12,7
a1Y4W000002lTjSUAU,Canada,,Nematicide,30900,MINECTO DUO 40WG,"Syngenta Canada, Inc.",Furrow,Dry,440,g/ha,700,g/ha,,12,
a1Y4W000002lTjnUAE,Canada,,Field Herbicide - Pre-emergence,30947,OUTLOOK,BASF Canada Inc.,Ground,Liquid,756,ml/ha,963,ml/ha,,24,40
